,Conditions,Date,DateUTC<br />,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimeBST,TimeGMT,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees
28,Overcast,2013/12/1,2013-12-01 12:00:00<br />,41.0,,,72.0,,30.51,47.0,,12:00 PM,19.0,NW,5.8,310.0
29,Mostly Cloudy,2013/12/1,2013-12-01 12:20:00<br />,42.8,,-,82.0,,30.51,48.2,,12:20 PM,6.2,WNW,5.8,300.0
30,Mostly Cloudy,2013/12/1,2013-12-01 12:50:00<br />,42.8,,-,82.0,,30.51,48.2,,12:50 PM,6.2,WNW,4.6,300.0
31,Mostly Cloudy,2013/12/1,2013-12-01 13:20:00<br />,42.8,,-,76.0,,30.51,50.0,,1:20 PM,6.2,Variable,3.5,0.0
32,Mostly Cloudy,2013/12/1,2013-12-01 13:50:00<br />,42.8,,-,76.0,,30.48,50.0,,1:50 PM,6.2,North,5.8,360.0
33,Mostly Cloudy,2013/12/1,2013-12-01 14:20:00<br />,42.8,,-,82.0,,30.51,48.2,,2:20 PM,6.2,North,4.6,10.0
34,Scattered Clouds,2013/12/1,2013-12-01 14:50:00<br />,42.8,,-,82.0,,30.51,48.2,,2:50 PM,6.2,North,3.5,350.0
35,Mostly Cloudy,2013/12/1,2013-12-01 15:00:00<br />,41.0,,,66.0,,30.51,49.0,,3:00 PM,19.0,North,3.5,0.0
36,Partly Cloudy,2013/12/1,2013-12-01 15:20:00<br />,42.8,,-,82.0,,30.51,48.2,,3:20 PM,6.2,North,2.3,360.0
37,Partly Cloudy,2013/12/1,2013-12-01 15:50:00<br />,42.8,,-,87.0,,30.51,46.4,,3:50 PM,6.2,Variable,3.5,0.0
38,Scattered Clouds,2013/12/1,2013-12-01 16:20:00<br />,41.0,,-,81.0,,30.51,46.4,,4:20 PM,6.2,Variable,2.3,0.0
39,Partly Cloudy,2013/12/1,2013-12-01 16:50:00<br />,41.0,,-,87.0,,30.51,44.6,,4:50 PM,6.2,NE,3.5,50.0
40,Partly Cloudy,2013/12/1,2013-12-01 17:20:00<br />,41.0,,-,87.0,,30.51,44.6,,5:20 PM,6.2,Variable,3.5,0.0
41,Mostly Cloudy,2013/12/1,2013-12-01 17:50:00<br />,41.0,,-,87.0,,30.51,44.6,,5:50 PM,6.2,Variable,3.5,0.0
42,Mostly Cloudy,2013/12/1,2013-12-01 18:00:00<br />,41.0,,,79.0,,30.53,45.0,,6:00 PM,11.0,NNE,3.5,30.0
43,Mostly Cloudy,2013/12/1,2013-12-01 18:20:00<br />,41.0,,-,87.0,,30.54,44.6,,6:20 PM,6.2,Variable,2.3,0.0
44,Mostly Cloudy,2013/12/1,2013-12-01 18:50:00<br />,41.0,,-,87.0,,30.54,44.6,,6:50 PM,6.2,North,4.6,360.0
45,Mostly Cloudy,2013/12/1,2013-12-01 19:20:00<br />,42.8,,-,93.0,,30.54,44.6,,7:20 PM,6.2,Variable,3.5,0.0
46,Mostly Cloudy,2013/12/1,2013-12-01 19:50:00<br />,42.8,,-,93.0,,30.54,44.6,,7:50 PM,6.2,NE,3.5,50.0
47,Mostly Cloudy,2013/12/1,2013-12-01 20:20:00<br />,42.8,,-,93.0,,30.57,44.6,,8:20 PM,6.2,Variable,2.3,0.0
48,Mostly Cloudy,2013/12/1,2013-12-01 20:50:00<br />,42.8,,-,93.0,,30.57,44.6,,8:50 PM,6.2,NE,3.5,50.0
49,Overcast,2013/12/1,2013-12-01 21:00:00<br />,41.0,,,78.0,,30.56,46.0,,9:00 PM,9.0,NE,2.3,40.0
50,Overcast,2013/12/1,2013-12-01 21:20:00<br />,42.8,,-,87.0,,30.57,46.4,,9:20 PM,6.2,NE,4.6,40.0
51,Mostly Cloudy,2013/12/1,2013-12-01 21:50:00<br />,42.8,,-,93.0,,30.57,44.6,,9:50 PM,6.2,Variable,2.3,0.0
52,Mostly Cloudy,2013/12/1,2013-12-01 22:20:00<br />,42.8,,-,93.0,,30.57,44.6,,10:20 PM,6.2,Calm,Calm,0.0
53,Mostly Cloudy,2013/12/1,2013-12-01 22:50:00<br />,42.8,,-,93.0,,30.57,44.6,,10:50 PM,6.2,Variable,3.5,0.0
54,Mostly Cloudy,2013/12/1,2013-12-01 23:20:00<br />,42.8,,-,93.0,,30.57,44.6,,11:20 PM,6.2,Variable,2.3,0.0
55,Mostly Cloudy,2013/12/1,2013-12-01 23:50:00<br />,42.8,,-,93.0,,30.57,44.6,,11:50 PM,6.2,NNE,3.5,30.0
0,Overcast,2013/12/2,2013-12-02 00:00:00<br />,41.0,,,82.0,,30.58,45.0,,12:00 AM,10.0,NNE,3.5,20.0
1,Mostly Cloudy,2013/12/2,2013-12-02 00:20:00<br />,42.8,,-,93.0,,30.57,44.6,,12:20 AM,6.2,North,2.3,350.0
2,Mostly Cloudy,2013/12/2,2013-12-02 00:50:00<br />,42.8,,-,87.0,,30.57,46.4,,12:50 AM,6.2,Variable,2.3,0.0
3,Mostly Cloudy,2013/12/2,2013-12-02 01:20:00<br />,42.8,,-,93.0,,30.57,44.6,,1:20 AM,6.2,Variable,2.3,0.0
4,Overcast,2013/12/2,2013-12-02 01:50:00<br />,42.8,,-,93.0,,30.57,44.6,,1:50 AM,6.2,Variable,2.3,0.0
5,Overcast,2013/12/2,2013-12-02 02:20:00<br />,42.8,,-,93.0,,30.57,44.6,,2:20 AM,6.2,Calm,Calm,0.0
6,Mostly Cloudy,2013/12/2,2013-12-02 02:50:00<br />,42.8,,-,93.0,,30.57,44.6,,2:50 AM,6.2,NE,2.3,50.0
7,Overcast,2013/12/2,2013-12-02 03:00:00<br />,42.0,,,86.0,,30.58,45.0,,3:00 AM,10.0,NNE,3.5,30.0
8,Mostly Cloudy,2013/12/2,2013-12-02 03:20:00<br />,42.8,,-,93.0,,30.57,44.6,,3:20 AM,6.2,Variable,2.3,0.0
9,Mostly Cloudy,2013/12/2,2013-12-02 03:50:00<br />,42.8,,-,93.0,,30.57,44.6,,3:50 AM,6.2,Variable,3.5,0.0
10,Mostly Cloudy,2013/12/2,2013-12-02 04:20:00<br />,42.8,,-,93.0,,30.57,44.6,,4:20 AM,6.2,Variable,3.5,0.0
11,Mostly Cloudy,2013/12/2,2013-12-02 04:50:00<br />,42.8,,-,93.0,,30.57,44.6,,4:50 AM,6.2,North,3.5,350.0
12,Mostly Cloudy,2013/12/2,2013-12-02 05:20:00<br />,42.8,,-,93.0,,30.57,44.6,,5:20 AM,6.2,Variable,2.3,0.0
13,Mostly Cloudy,2013/12/2,2013-12-02 05:50:00<br />,42.8,,-,93.0,,30.57,44.6,,5:50 AM,5.0,Variable,2.3,0.0
14,,2013/12/2,2013-12-02 06:00:00<br />,42.0,,,86.0,,30.57,45.0,,6:00 AM,7.0,NNE,3.5,20.0
15,Mostly Cloudy,2013/12/2,2013-12-02 06:20:00<br />,42.8,,-,93.0,,30.57,44.6,,6:20 AM,5.0,NE,3.5,50.0
16,Mostly Cloudy,2013/12/2,2013-12-02 06:50:00<br />,42.8,,-,93.0,,30.57,44.6,,6:50 AM,4.3,ENE,3.5,60.0
17,Mostly Cloudy,2013/12/2,2013-12-02 07:20:00<br />,42.8,,-,93.0,,30.57,44.6,,7:20 AM,4.3,NE,3.5,50.0
18,Mostly Cloudy,2013/12/2,2013-12-02 07:50:00<br />,42.8,,-,93.0,,30.57,44.6,,7:50 AM,4.3,NE,3.5,40.0
19,Mostly Cloudy,2013/12/2,2013-12-02 08:20:00<br />,42.8,,-,93.0,,30.57,44.6,,8:20 AM,4.3,NE,3.5,50.0
20,Mostly Cloudy,2013/12/2,2013-12-02 08:50:00<br />,42.8,,-,87.0,,30.57,46.4,,8:50 AM,5.6,Variable,3.5,0.0
21,Overcast,2013/12/2,2013-12-02 09:00:00<br />,42.0,,,81.0,,30.58,46.0,,9:00 AM,9.0,NE,3.5,40.0
22,Mostly Cloudy,2013/12/2,2013-12-02 09:20:00<br />,42.8,,-,87.0,,30.57,46.4,,9:20 AM,6.2,Variable,3.5,0.0
23,Mostly Cloudy,2013/12/2,2013-12-02 09:50:00<br />,42.8,,-,87.0,,30.57,46.4,,9:50 AM,6.2,Variable,2.3,0.0
24,Mostly Cloudy,2013/12/2,2013-12-02 10:20:00<br />,42.8,,-,82.0,,30.57,48.2,,10:20 AM,6.2,Variable,3.5,0.0
25,Mostly Cloudy,2013/12/2,2013-12-02 10:50:00<br />,41.0,,-,76.0,,30.57,48.2,,10:50 AM,6.2,Variable,3.5,0.0
26,Mostly Cloudy,2013/12/2,2013-12-02 11:20:00<br />,41.0,,-,76.0,,30.54,48.2,,11:20 AM,6.2,Variable,3.5,0.0
27,Mostly Cloudy,2013/12/2,2013-12-02 11:50:00<br />,41.0,,-,71.0,,30.54,50.0,,11:50 AM,6.2,Variable,2.3,0.0
28,Overcast,2013/12/2,2013-12-02 12:00:00<br />,40.0,,,61.0,,30.54,49.0,,12:00 PM,12.0,East,2.3,80.0
29,Mostly Cloudy,2013/12/2,2013-12-02 12:20:00<br />,41.0,,-,71.0,,30.54,50.0,,12:20 PM,6.2,Calm,Calm,0.0
30,Mostly Cloudy,2013/12/2,2013-12-02 12:50:00<br />,41.0,,-,71.0,,30.51,50.0,,12:50 PM,6.2,East,5.8,100.0
31,Mostly Cloudy,2013/12/2,2013-12-02 13:20:00<br />,41.0,,-,76.0,,30.51,48.2,,1:20 PM,6.2,East,6.9,80.0
32,Mostly Cloudy,2013/12/2,2013-12-02 13:50:00<br />,41.0,,-,76.0,,30.51,48.2,,1:50 PM,6.2,East,5.8,90.0
33,Mostly Cloudy,2013/12/2,2013-12-02 14:20:00<br />,41.0,,-,76.0,,30.51,48.2,,2:20 PM,6.2,East,6.9,100.0
34,Mostly Cloudy,2013/12/2,2013-12-02 14:50:00<br />,41.0,,-,76.0,,30.51,48.2,,2:50 PM,6.2,East,5.8,90.0
35,Overcast,2013/12/2,2013-12-02 15:00:00<br />,40.0,,,66.0,,30.51,48.0,,3:00 PM,14.0,ENE,4.6,70.0
36,Mostly Cloudy,2013/12/2,2013-12-02 15:20:00<br />,41.0,,-,76.0,,30.51,48.2,,3:20 PM,6.2,NE,4.6,50.0
37,Mostly Cloudy,2013/12/2,2013-12-02 15:50:00<br />,41.0,,-,76.0,,30.51,48.2,,3:50 PM,6.2,NE,5.8,50.0
38,Mostly Cloudy,2013/12/2,2013-12-02 16:20:00<br />,39.2,,-,71.0,,30.48,48.2,,4:20 PM,6.2,NE,4.6,40.0
39,Mostly Cloudy,2013/12/2,2013-12-02 16:50:00<br />,39.2,,-,76.0,,30.48,46.4,,4:50 PM,6.2,Variable,3.5,0.0
40,Mostly Cloudy,2013/12/2,2013-12-02 17:20:00<br />,39.2,,-,76.0,,30.48,46.4,,5:20 PM,6.2,Variable,3.5,0.0
41,Mostly Cloudy,2013/12/2,2013-12-02 17:50:00<br />,39.2,,-,76.0,,30.48,46.4,,5:50 PM,6.2,NE,4.6,50.0
42,Mostly Cloudy,2013/12/2,2013-12-02 18:00:00<br />,38.0,,,64.0,,30.5,46.0,,6:00 PM,12.0,NNE,3.5,30.0
43,Mostly Cloudy,2013/12/2,2013-12-02 18:20:00<br />,39.2,,-,76.0,,30.48,46.4,,6:20 PM,6.2,ENE,4.6,60.0
44,Mostly Cloudy,2013/12/2,2013-12-02 18:50:00<br />,39.2,,-,76.0,,30.48,46.4,,6:50 PM,6.2,NE,3.5,50.0
45,Mostly Cloudy,2013/12/2,2013-12-02 19:20:00<br />,39.2,,-,76.0,,30.48,46.4,,7:20 PM,6.2,ENE,3.5,60.0
46,Mostly Cloudy,2013/12/2,2013-12-02 19:50:00<br />,39.2,,-,81.0,,30.48,44.6,,7:50 PM,6.2,NE,3.5,40.0
47,Mostly Cloudy,2013/12/2,2013-12-02 20:20:00<br />,41.0,,-,87.0,,30.48,44.6,,8:20 PM,6.2,Variable,2.3,0.0
48,Mostly Cloudy,2013/12/2,2013-12-02 20:50:00<br />,41.0,,-,87.0,,30.48,44.6,,8:50 PM,6.2,Calm,Calm,0.0
49,Overcast,2013/12/2,2013-12-02 21:00:00<br />,39.0,,,72.0,,30.49,45.0,,9:00 PM,11.0,ESE,3.5,120.0
50,Mostly Cloudy,2013/12/2,2013-12-02 21:20:00<br />,39.2,,-,81.0,,30.48,44.6,,9:20 PM,6.2,ESE,4.6,110.0
51,Mostly Cloudy,2013/12/2,2013-12-02 21:50:00<br />,39.2,,-,81.0,,30.48,44.6,,9:50 PM,6.2,East,3.5,100.0
52,Mostly Cloudy,2013/12/2,2013-12-02 22:20:00<br />,41.0,,-,87.0,,30.48,44.6,,10:20 PM,6.2,NNE,2.3,30.0
53,Mostly Cloudy,2013/12/2,2013-12-02 22:50:00<br />,41.0,,-,93.0,,30.48,42.8,,10:50 PM,6.2,Variable,2.3,0.0
54,Mostly Cloudy,2013/12/2,2013-12-02 23:20:00<br />,41.0,,-,93.0,,30.48,42.8,,11:20 PM,5.6,North,2.3,10.0
55,Mostly Cloudy,2013/12/2,2013-12-02 23:50:00<br />,41.0,,-,93.0,,30.48,42.8,,11:50 PM,6.2,North,3.5,350.0
0,Overcast,2013/12/3,2013-12-03 00:00:00<br />,39.0,,,76.0,,30.47,44.0,,12:00 AM,9.0,North,3.5,10.0
1,Mostly Cloudy,2013/12/3,2013-12-03 00:20:00<br />,41.0,,-,93.0,,30.45,42.8,,12:20 AM,6.2,North,2.3,350.0
2,Mostly Cloudy,2013/12/3,2013-12-03 00:50:00<br />,41.0,,-,93.0,,30.45,42.8,,12:50 AM,6.2,Calm,Calm,0.0
3,Overcast,2013/12/3,2013-12-03 01:20:00<br />,39.2,,-,87.0,,30.45,42.8,,1:20 AM,6.2,Variable,2.3,0.0
4,Overcast,2013/12/3,2013-12-03 01:50:00<br />,39.2,,-,87.0,,30.45,42.8,,1:50 AM,6.2,Variable,2.3,0.0
5,Overcast,2013/12/3,2013-12-03 02:20:00<br />,39.2,,-,81.0,,30.45,44.6,,2:20 AM,6.2,Variable,3.5,0.0
6,Mostly Cloudy,2013/12/3,2013-12-03 02:50:00<br />,37.4,,-,76.0,,30.45,44.6,,2:50 AM,6.2,Variable,2.3,0.0
7,Overcast,2013/12/3,2013-12-03 03:00:00<br />,37.0,,,68.0,,30.45,44.0,,3:00 AM,14.0,North,3.5,10.0
8,Mostly Cloudy,2013/12/3,2013-12-03 03:20:00<br />,39.2,,-,81.0,,30.45,44.6,,3:20 AM,6.2,Variable,2.3,0.0
9,Mostly Cloudy,2013/12/3,2013-12-03 03:50:00<br />,37.4,,-,76.0,,30.42,44.6,,3:50 AM,6.2,Variable,3.5,0.0
10,Mostly Cloudy,2013/12/3,2013-12-03 04:20:00<br />,37.4,,-,76.0,,30.42,44.6,,4:20 AM,6.2,NE,4.6,40.0
11,Mostly Cloudy,2013/12/3,2013-12-03 04:50:00<br />,37.4,,-,76.0,,30.42,44.6,,4:50 AM,6.2,NE,4.6,50.0
12,Mostly Cloudy,2013/12/3,2013-12-03 05:20:00<br />,37.4,,-,76.0,,30.42,44.6,,5:20 AM,6.2,Variable,3.5,0.0
13,Mostly Cloudy,2013/12/3,2013-12-03 05:50:00<br />,37.4,,-,76.0,,30.42,44.6,,5:50 AM,6.2,Variable,3.5,0.0
14,,2013/12/3,2013-12-03 06:00:00<br />,35.0,,,63.0,,30.44,44.0,,6:00 AM,14.0,NNE,3.5,20.0
15,Mostly Cloudy,2013/12/3,2013-12-03 06:20:00<br />,37.4,,-,81.0,,30.42,42.8,,6:20 AM,6.2,Variable,2.3,0.0
16,Mostly Cloudy,2013/12/3,2013-12-03 06:50:00<br />,35.6,,-,76.0,,30.42,42.8,,6:50 AM,6.2,Variable,3.5,0.0
17,Mostly Cloudy,2013/12/3,2013-12-03 07:20:00<br />,35.6,,-,76.0,,30.42,42.8,,7:20 AM,6.2,North,4.6,10.0
18,Mostly Cloudy,2013/12/3,2013-12-03 07:50:00<br />,35.6,,-,76.0,,30.42,42.8,,7:50 AM,6.2,ENE,4.6,60.0
19,Mostly Cloudy,2013/12/3,2013-12-03 08:20:00<br />,35.6,,-,76.0,,30.42,42.8,,8:20 AM,6.2,Variable,3.5,0.0
20,Mostly Cloudy,2013/12/3,2013-12-03 08:50:00<br />,35.6,,-,76.0,,30.42,42.8,,8:50 AM,6.2,NNE,4.6,20.0
21,Overcast,2013/12/3,2013-12-03 09:00:00<br />,35.0,,,63.0,,30.43,43.0,,9:00 AM,12.0,North,3.5,0.0
22,Mostly Cloudy,2013/12/3,2013-12-03 09:20:00<br />,35.6,,-,76.0,,30.42,42.8,,9:20 AM,6.2,North,4.6,350.0
23,Mostly Cloudy,2013/12/3,2013-12-03 09:50:00<br />,35.6,,-,76.0,,30.42,42.8,,9:50 AM,6.2,Variable,3.5,0.0
24,Mostly Cloudy,2013/12/3,2013-12-03 10:20:00<br />,35.6,,-,76.0,,30.42,42.8,,10:20 AM,6.2,North,4.6,350.0
25,Mostly Cloudy,2013/12/3,2013-12-03 10:50:00<br />,35.6,,-,76.0,,30.42,42.8,,10:50 AM,6.2,Variable,3.5,0.0
26,Mostly Cloudy,2013/12/3,2013-12-03 11:20:00<br />,35.6,,-,76.0,,30.42,42.8,,11:20 AM,6.2,Variable,3.5,0.0
27,Mostly Cloudy,2013/12/3,2013-12-03 11:50:00<br />,35.6,,-,76.0,,30.42,42.8,,11:50 AM,6.2,Variable,3.5,0.0
28,Overcast,2013/12/3,2013-12-03 12:00:00<br />,35.0,,,59.0,,30.42,44.0,,12:00 PM,10.0,NNW,3.5,330.0
29,Mostly Cloudy,2013/12/3,2013-12-03 12:20:00<br />,35.6,,-,76.0,,30.39,42.8,,12:20 PM,6.2,WNW,4.6,300.0
30,Mostly Cloudy,2013/12/3,2013-12-03 12:50:00<br />,35.6,,-,76.0,,30.39,42.8,,12:50 PM,6.2,Variable,3.5,0.0
31,Mostly Cloudy,2013/12/3,2013-12-03 13:20:00<br />,35.6,,-,76.0,,30.39,42.8,,1:20 PM,6.2,West,5.8,270.0
32,Mostly Cloudy,2013/12/3,2013-12-03 13:50:00<br />,35.6,,-,76.0,,30.39,42.8,,1:50 PM,6.2,WSW,5.8,240.0
33,Mostly Cloudy,2013/12/3,2013-12-03 14:20:00<br />,35.6,,-,76.0,,30.36,42.8,,2:20 PM,6.2,WSW,5.8,240.0
34,Mostly Cloudy,2013/12/3,2013-12-03 14:50:00<br />,35.6,,-,76.0,,30.36,42.8,,2:50 PM,6.2,WSW,6.9,250.0
35,Overcast,2013/12/3,2013-12-03 15:00:00<br />,34.0,,,61.0,,30.38,43.0,,3:00 PM,12.0,West,5.8,260.0
36,Mostly Cloudy,2013/12/3,2013-12-03 15:20:00<br />,35.6,,-,76.0,,30.36,42.8,,3:20 PM,6.2,West,5.8,280.0
37,Mostly Cloudy,2013/12/3,2013-12-03 15:50:00<br />,35.6,,-,76.0,,30.36,42.8,,3:50 PM,6.2,WNW,5.8,300.0
38,Mostly Cloudy,2013/12/3,2013-12-03 16:20:00<br />,35.6,,-,76.0,,30.36,42.8,,4:20 PM,6.2,NW,5.8,320.0
39,Mostly Cloudy,2013/12/3,2013-12-03 16:50:00<br />,35.6,,-,76.0,,30.36,42.8,,4:50 PM,6.2,NW,5.8,310.0
40,Mostly Cloudy,2013/12/3,2013-12-03 17:20:00<br />,33.8,,-,76.0,,30.36,41.0,,5:20 PM,6.2,NW,5.8,320.0
41,Mostly Cloudy,2013/12/3,2013-12-03 17:50:00<br />,33.8,,-,76.0,,30.36,41.0,,5:50 PM,6.2,NW,4.6,320.0
42,Overcast,2013/12/3,2013-12-03 18:00:00<br />,33.0,,,62.0,,30.38,42.0,,6:00 PM,11.0,NW,4.6,310.0
43,Mostly Cloudy,2013/12/3,2013-12-03 18:20:00<br />,33.8,,-,76.0,,30.36,41.0,,6:20 PM,6.2,WNW,5.8,300.0
44,Mostly Cloudy,2013/12/3,2013-12-03 18:50:00<br />,35.6,,-,81.0,,30.36,41.0,,6:50 PM,6.2,SSW,5.8,210.0
45,Mostly Cloudy,2013/12/3,2013-12-03 19:20:00<br />,33.8,,-,76.0,,30.36,41.0,,7:20 PM,6.2,SW,6.9,220.0
46,Mostly Cloudy,2013/12/3,2013-12-03 19:50:00<br />,35.6,,-,81.0,,30.36,41.0,,7:50 PM,6.2,WSW,8.1,240.0
47,Mostly Cloudy,2013/12/3,2013-12-03 20:20:00<br />,35.6,,-,81.0,,30.36,41.0,,8:20 PM,6.2,WSW,9.2,250.0
48,Mostly Cloudy,2013/12/3,2013-12-03 20:50:00<br />,35.6,,-,81.0,,30.36,41.0,,8:50 PM,6.2,WSW,9.2,250.0
49,Overcast,2013/12/3,2013-12-03 21:00:00<br />,34.0,,,66.0,,30.36,41.0,,9:00 PM,11.0,WSW,8.1,240.0
50,Mostly Cloudy,2013/12/3,2013-12-03 21:20:00<br />,35.6,,-,81.0,,30.33,41.0,,9:20 PM,6.2,WSW,9.2,250.0
51,Mostly Cloudy,2013/12/3,2013-12-03 21:50:00<br />,35.6,,-,81.0,,30.33,41.0,,9:50 PM,6.2,WSW,9.2,240.0
52,Mostly Cloudy,2013/12/3,2013-12-03 22:20:00<br />,35.6,,-,81.0,,30.33,41.0,,10:20 PM,6.2,WSW,10.4,250.0
53,Mostly Cloudy,2013/12/3,2013-12-03 22:50:00<br />,35.6,,-,81.0,,30.33,41.0,,10:50 PM,6.2,WSW,8.1,250.0
54,Mostly Cloudy,2013/12/3,2013-12-03 23:20:00<br />,35.6,,-,81.0,,30.33,41.0,,11:20 PM,6.2,WSW,8.1,240.0
55,Mostly Cloudy,2013/12/3,2013-12-03 23:50:00<br />,35.6,,-,81.0,,30.33,41.0,,11:50 PM,6.2,WSW,8.1,250.0
0,Overcast,2013/12/4,2013-12-04 00:00:00<br />,35.0,,,68.0,,30.35,42.0,,12:00 AM,9.0,WSW,9.2,250.0
1,Mostly Cloudy,2013/12/4,2013-12-04 00:20:00<br />,35.6,,-,81.0,,30.33,41.0,,12:20 AM,6.2,WSW,8.1,240.0
2,Mostly Cloudy,2013/12/4,2013-12-04 00:50:00<br />,37.4,,-,87.0,,30.33,41.0,,12:50 AM,6.2,WSW,6.9,250.0
3,Overcast,2013/12/4,2013-12-04 01:20:00<br />,37.4,,-,87.0,,30.33,41.0,,1:20 AM,5.6,WSW,8.1,250.0
4,Mostly Cloudy,2013/12/4,2013-12-04 01:50:00<br />,37.4,,-,87.0,,30.33,41.0,,1:50 AM,5.0,WSW,6.9,250.0
5,Overcast,2013/12/4,2013-12-04 02:20:00<br />,37.4,,-,87.0,,30.33,41.0,,2:20 AM,5.6,WSW,5.8,250.0
6,Overcast,2013/12/4,2013-12-04 02:50:00<br />,37.4,,-,87.0,,30.3,41.0,,2:50 AM,6.2,WSW,6.9,250.0
7,Overcast,2013/12/4,2013-12-04 03:00:00<br />,36.0,,,72.0,,30.32,42.0,,3:00 AM,7.0,WSW,8.1,250.0
8,Mostly Cloudy,2013/12/4,2013-12-04 03:20:00<br />,37.4,,-,81.0,,30.3,42.8,,3:20 AM,6.2,WSW,8.1,250.0
9,Mostly Cloudy,2013/12/4,2013-12-04 03:50:00<br />,37.4,,-,81.0,,30.3,42.8,,3:50 AM,6.2,West,6.9,270.0
